"x","y"
277,0.334914875802397
278,0.334914875802397
279,0.334914875802397
280,0.334914875802399
281,0.3349148758024
282,0.334914875802401
283,0.334914875802401
284,0.334914875802404
285,0.334914875802411
286,0.334914875802411
287,0.334914875802411
288,0.334914875802411
289,0.33491487580244
290,0.33491487580244
291,0.33491487580244
292,0.33491487580244
293,0.33491487580244
294,0.334914875802497
295,0.334914875802497
296,0.334914875802497
297,0.334914875802497
298,0.334914875802497
299,0.334914875802497
300,0.334914875802497
301,0.368406363382519
302,0.368406363382519
303,0.368406363382633
304,0.368406363382633
305,0.368406363382633
306,0.368406363382633
307,0.368406363382633
308,0.368406363382633
309,0.368406363382633
310,0.368406363382633
311,0.368406363382633
312,0.368406363382633
313,0.368406363382633
314,0.368406363382633
315,0.368406363382633
316,0.368406363382633
317,0.368406363382633
318,0.36840636338264
319,0.36840636338264
320,0.368406363382642
321,0.368406363382661
322,0.368406363382661
323,0.368406363382661
324,0.368406363382746
325,0.368406363382746
326,0.368406363382746
327,0.368406363382746
328,0.401897850962769
329,0.401897850962868
330,0.401897850962882
331,0.401897850962882
332,0.401897850962882
333,0.401897850962882
334,0.401897850962882
335,0.401897850962882
336,0.401897850962882
337,0.401897850962882
338,0.401897850962882
339,0.401897850962882
340,0.401897850962882
341,0.401897850962882
342,0.401897850962882
343,0.401897850962882
344,0.401897850962882
345,0.401897850962882
346,0.401897850962882
347,0.401897850962882
348,0.401897850962882
349,0.401897850962882
350,0.401897850962882
351,0.401897850962882
352,0.401897850962882
353,0.401897850962996
354,0.401897850962996
355,0.435389338543018
356,0.435389338543018
357,0.435389338543018
358,0.435389338543018
359,0.435389338543104
360,0.435389338543125
361,0.435389338543132
362,0.435389338543132
363,0.435389338543132
364,0.435389338543132
365,0.435389338543132
366,0.435389338543132
367,0.435389338543132
368,0.435389338543132
369,0.435389338543132
370,0.435389338543132
371,0.435389338543132
372,0.435389338543132
373,0.435389338543132
374,0.468880826123268
375,0.468880826123268
376,0.468880826123325
377,0.468880826123325
378,0.468880826123353
379,0.46888082612336
380,0.468880826123382
381,0.468880826123382
382,0.468880826123382
383,0.468880826123382
384,0.468880826123382
385,0.468880826123382
386,0.468880826123382
387,0.468880826123382
388,0.468880826123382
389,0.468880826123382
390,0.468880826123382
391,0.502372313703518
392,0.502372313703518
393,0.502372313703574
394,0.502372313703574
395,0.502372313703574
396,0.502372313703574
397,0.502372313703599
398,0.502372313703599
399,0.502372313703603
400,0.502372313703603
401,0.502372313703631
402,0.502372313703631
403,0.502372313703631
404,0.502372313703631
405,0.502372313703631
406,0.502372313703631
407,0.535863801283767
408,0.535863801283767
409,0.535863801283767
410,0.535863801283767
411,0.535863801283767
412,0.535863801283824
413,0.535863801283824
414,0.535863801283824
415,0.535863801283824
416,0.535863801283838
417,0.535863801283845
418,0.535863801283853
419,0.535863801283853
420,0.535863801283853
421,0.535863801283881
422,0.535863801283881
423,0.535863801283881
424,0.535863801283881
425,0.569355288864017
426,0.569355288864017
427,0.569355288864074
428,0.569355288864074
429,0.569355288864074
430,0.569355288864074
431,0.569355288864074
432,0.569355288864074
433,0.569355288864074
434,0.569355288864074
435,0.569355288864088
436,0.602846776444267
437,0.602846776444267
438,0.602846776444267
439,0.602846776444267
440,0.602846776444267
441,0.602846776444267
442,0.602846776444323
443,0.602846776444323
444,0.602846776444323
445,0.602846776444323
446,0.60284677644438
447,0.602846776444494
448,0.636338264024516
449,0.636338264024516
450,0.636338264024516
451,0.636338264024516
452,0.636338264024516
453,0.636338264024561
454,0.636338264024573
455,0.63633826402463
456,0.63633826402463
457,0.63633826402463
458,0.636338264024744
459,0.669829751604766
460,0.669829751604766
461,0.669829751604766
462,0.669829751604794
463,0.6698297516048
464,0.669829751604823
465,0.669829751604993
466,0.703321239185016
467,0.703321239185016
468,0.703321239185016
469,0.703321239185044
470,0.703321239185044
471,0.703321239185044
472,0.736812726765265
473,0.736812726765265
474,0.736812726765265
475,0.736812726765265
476,0.736812726765265
477,0.73681272676528
478,0.736812726765322
479,0.736812726765493
480,0.770304214345515
481,0.770304214345515
482,0.770304214345515
483,0.770304214345515
484,0.803795701925765
485,0.803795701925765
486,0.803795701925765
487,0.803795701925765
488,0.803795701925765
489,0.837287189506014
490,0.837287189506014
491,0.837287189506014
492,0.837287189506014
493,0.837287189506014
494,0.837287189506014
495,0.870778677086207
496,0.870778677086236
497,0.870778677086236
498,0.870778677086241
499,0.870778677086264
500,0.904270164666485
501,0.904270164666514
502,0.904270164666514
503,0.93776165224665
504,0.937761652246706
505,0.937761652246721
506,0.937761652246721
507,0.937761652246763
508,0.937761652246763
509,0.937761652246763
510,0.937761652246763
511,0.937761652246763
512,0.971253139826899
513,0.971253139826956
514,0.971253139826956
515,0.97125313982696
516,0.971253139827013
517,1.00474462740726
518,1.00474462740726
519,1.00474462740726
520,1.03823611498743
521,1.03823611498744
522,1.03823611498746
523,1.03823611498746
524,1.03823611498746
525,1.03823611498751
526,1.07172760256753
527,1.07172760256768
528,1.07172760256768
529,1.07172760256776
530,1.10521909014778
531,1.1052190901479
532,1.1052190901479
533,1.1052190901479
534,1.10521909014792
535,1.13871057772803
536,1.13871057772815
537,1.13871057772815
538,1.1722020653084
539,1.1722020653084
540,1.1722020653084
541,1.1722020653084
542,1.1722020653084
543,1.1722020653084
544,1.20569355288865
545,1.20569355288865
546,1.20569355288865
547,1.20569355288865
548,1.2391850404689
549,1.2391850404689
550,1.2391850404689
551,1.2391850404689
552,1.2391850404689
553,1.2391850404689
554,1.2391850404689
555,1.2391850404689
556,1.27267652804915
557,1.30616801562934
558,1.3061680156294
559,1.3061680156294
560,1.33965950320959
561,1.33965950320959
562,1.33965950320965
563,1.37315099078984
564,1.3731509907899
565,1.40664247837009
566,1.40664247837009
567,1.40664247837014
568,1.44013396595028
569,1.44013396595028
570,1.44013396595031
571,1.44013396595032
572,1.47362545353056
573,1.50711694111078
574,1.50711694111081
575,1.50711694111084
576,1.54060842869103
577,1.54060842869103
578,1.54060842869103
579,1.54060842869103
580,1.54060842869103
581,1.57409991627128
582,1.57409991627128
583,1.57409991627128
584,1.57409991627128
585,1.57409991627128
586,1.57409991627128
587,1.674574379012
588,1.70806586659228
589,1.74155735417241
590,1.77504884175278
591,1.80854032933294
592,1.80854032933303
593,1.87552330449344
594,1.87552330449347
595,1.90901479207366
596,1.94250627965391
597,2.00948925481441
598,2.04298074239466
599,2.0764722299748
600,2.07647222997488
601,2.07647222997488
602,2.07647222997491
603,2.07647222997491
604,2.10996371755505
605,2.10996371755505
606,2.10996371755512
607,2.10996371755512
608,2.14345520513535
609,2.14345520513536
610,2.21043818029585
611,2.24392966787605
612,2.2439296678761
613,2.2774211554563
614,2.31091264303654
615,2.31091264303654
616,2.34440413061679
617,2.37789561819704
618,2.37789561819704
619,2.37789561819704
620,2.41138710577728
621,2.41138710577729
622,2.44487859335754
623,2.47837008093776
624,2.51186156851793
625,2.51186156851804
626,2.54535305609824
627,2.57884454367849
628,2.57884454367854
629,2.61233603125868
630,2.64582751883898
631,2.67931900641906
632,2.77979346915991
633,2.81328495674018
634,2.94725090706112
635,2.94725090706129
636,2.98074239464131
637,2.98074239464137
638,3.01423388222162
639,3.01423388222162
640,3.01423388222167
641,3.04772536980181
642,3.08121685738217
643,3.11470834496232
644,3.14819983254256
645,3.14819983254257
646,3.21518280770304
647,3.24867429528319
648,3.24867429528328
649,3.24867429528331
650,3.31565727044369
651,3.44962322076469
652,3.51660619592519
653,3.55009768350544
654,3.55009768350544
655,3.55009768350544
656,3.55009768350544
657,3.61708065866588
658,3.65057214624619
659,3.65057214624619
660,3.6840636338264
661,3.6840636338264
662,3.68406363382644
663,3.78453809656708
664,3.85152107172757
665,3.85152107172757
666,3.88501255930782
667,3.88501255930785
668,3.95199553446832
669,3.98548702204855
670,3.98548702204856
671,4.05246999720885
672,4.11945297236957
673,4.21992743511026
674,4.38738487301134
675,4.42087636059159
676,4.55484231091265
677,4.5548423109127
678,4.58833379849284
679,4.58833379849284
680,4.62182528607312
681,4.78928272397434
682,4.82277421155447
683,4.92324867429528
684,4.95674016187547
685,4.95674016187559
686,5.02372313703597
687,5.05721462461624
688,5.09070611219647
689,5.0907061121965
690,5.15768908735697
691,5.25816355009766
692,5.29165503767791
693,5.3921295004186
694,5.3921295004186
695,5.42562098799885
696,5.5260954507396
697,5.76053586380124
698,5.79402735138152
699,5.86101032654199
700,5.92799330170249
701,6.06195925202348
702,6.43036561540608
703,6.53084007814675
704,6.56433156572712
705,6.63131454088762
706,6.99972090427019
707,7.03321239185038
708,7.06670387943063
709,7.10019536701088
710,7.10019536701088
711,7.30114429249238
712,7.63605916829476
713,7.70304214345526
714,7.9374825565169
715,8.00446553167737
716,8.0044655316774
717,8.07144850683784
718,8.37287189506003
719,8.64080379570191
720,9.37761652246724
721,9.74602288584992
722,9.77951437343012
